Speech,Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
ডাল দাম অনুযায়ী মোটামুটি,2,ডাল দাম মোটামু,ডাল দাম মোটামুটি,"['ডাল', 'দাম', 'মোটামুটি']","['ডাল', 'দাম', 'মোটামু']",3
পোলাও মোটামুটি,2,পোলা মোটামু,পোলাও মোটামুটি,"['পোলাও', 'মোটামুটি']","['পোলা', 'মোটামু']",2
পিঠা আর একটু হলে জমে যেত,2,পিঠা একটু জমে যেত,পিঠা একটু জমে যেত,"['পিঠা', 'একটু', 'জমে', 'যেত']","['পিঠা', 'একটু', 'জমে', 'যেত']",4
কমলা আর একটু হলে জমে যেত,2,কমলা একটু জমে যেত,কমলা একটু জমে যেত,"['কমলা', 'একটু', 'জমে', 'যেত']","['কমলা', 'একটু', 'জমে', 'যেত']",4
সিংগারা আরও বেশি দরকার,2,সিংগা দরক,সিংগারা দরকার,"['সিংগারা', 'দরকার']","['সিংগা', 'দরক']",2
মাছের তরকারি মুটামুটি ভালো,2,মাছ তরকারি মুটামু ভালো,মাছের তরকারি মুটামু ভালো,"['মাছের', 'তরকারি', 'মুটামু', 'ভালো']","['মাছ', 'তরকারি', 'মুটামু', 'ভালো']",4
ডিমের তরকারি খেতে মুটামুটি ,2,ডিম তরকারি খেত মুটামু,ডিমের তরকারি খেতে মুটামুটি,"['ডিমের', 'তরকারি', 'খেতে', 'মুটামুটি']","['ডিম', 'তরকারি', 'খেত', 'মুটামু']",4
রোস্ট তুলনা মূলক ভাবে কম,2,রোস্ট তুলনা মূলক কম,রোস্ট তুলনা মূলক কম,"['রোস্ট', 'তুলনা', 'মূলক', 'কম']","['রোস্ট', 'তুলনা', 'মূলক', 'কম']",4
সিংগারা আরেকটু বেশি দরকার,2,সিংগা আরেকটু দরক,সিংগারা আরেকটু দরকার,"['সিংগারা', 'আরেকটু', 'দরকার']","['সিংগা', 'আরেকটু', 'দরক']",3
খাবার ঠান্ডা। আহামরি ভালো না। সম্পর্কিত.,2,খা ঠান্ডা আহামরি ভালো না সম্পর্কিত,খা ঠান্ডা আহামরি ভালো না সম্পর্কিত,"['খা', 'ঠান্ডা', 'আহামরি', 'ভালো', 'না', 'সম্পর্কিত']","['খা', 'ঠান্ডা', 'আহামরি', 'ভালো', 'না', 'সম্পর্কিত']",6
ছিঃ একদম জঘন্য খাবার ছিলো 🤮,0,ছি একদম জঘন্য খা ছিলো,ছি একদম জঘন্য খা ছিলো,"['ছি', 'একদম', 'জঘন্য', 'খা', 'ছিলো']","['ছি', 'একদম', 'জঘন্য', 'খা', 'ছিলো']",5
কাচ্চিতে এত ছোট সাইজের মাংস দোকানে বসে খাওয়ার সময় দিলে মাইরও খেতে পারেন। অনলাইনে যা বাটপারি করার করে নেন।,0,কাচ্চি ছোট সাইজ মাংস দোকানে খাওয় সময় দিলে মাইরও খেত অনলাইনে বাটপারি কর নেন,কাচ্চিতে ছোট সাইজের মাংস দোকানে খাওয়ার সময় দিলে মাইরও খেতে অনলাইনে বাটপারি করার নেন,"['কাচ্চিতে', 'ছোট', 'সাইজের', 'মাংস', 'দোকানে', 'খাওয়ার', 'সময়', 'দিলে', 'মাইরও', 'খেতে', 'অনলাইনে', 'বাটপারি', 'করার', 'নেন']","['কাচ্চি', 'ছোট', 'সাইজ', 'মাংস', 'দোকানে', 'খাওয়', 'সময়', 'দিলে', 'মাইরও', 'খেত', 'অনলাইনে', 'বাটপারি', 'কর', 'নেন']",14
আলু ভর্তা খেতে খুব খারাপ ,0,আলু ভর্ খেত খারাপ,আলু ভর্ খেতে খারাপ,"['আলু', 'ভর্', 'খেতে', 'খারাপ']","['আলু', 'ভর্', 'খেত', 'খারাপ']",4
এটা নান রুটি ছিল না৷ প্রতারণা করা বন্ধ করুন৷ রান্না না পারলে বিক্রয় বন্ধ করেন৷ মানুষকে ঠকাবেন না৷,0,নান রু না প্রতারণা কর বন্ধ করুন রান্না না পারলে বিক্রয় বন্ধ মানুষ ঠকা না, নান রু না প্রতারণা করা বন্ধ করুন রান্না না পারলে বিক্রয় বন্ধ মানুষকে ঠকাবেন না,"['নান', 'রু', 'না', 'প্রতারণা', 'করা', 'বন্ধ', 'করুন', 'রান্না', 'না', 'পারলে', 'বিক্রয়', 'বন্ধ', 'মানুষকে', 'ঠকাবেন', 'না']","['নান', 'রু', 'না', 'প্রতারণা', 'কর', 'বন্ধ', 'করুন', 'রান্না', 'না', 'পারলে', 'বিক্রয়', 'বন্ধ', 'মানুষ', 'ঠকা', 'না']",15
খাবার অনেক নোনতা ছিল,0,খা নোনতা ছিল,খা নোনতা ছিল,"['খা', 'নোনতা', 'ছিল']","['খা', 'নোনতা', 'ছিল']",3
ভাত খেতে মোটামটি,2,ভাত খেত মোটাম,ভাত খেতে মোটামটি,"['ভাত', 'খেতে', 'মোটামটি']","['ভাত', 'খেত', 'মোটাম']",3
খাবার অনেক ভালো ছিল কিন্তু আমি অর্ডার দিয়েছিলাম দুইটা তাওয়া চিকেন ।আমাকে দেওয়া হয়েছে একটা ।,1,খা ভালো অর্ড দিয়েছি দুই তাওয়া চি আমা এক,খা ভালো অর্ডার দিয়েছিলাম দুইটা তাওয়া চি আমা একটা,"['খা', 'ভালো', 'অর্ডার', 'দিয়েছিলাম', 'দুইটা', 'তাওয়া', 'চি', 'আমা', 'একটা']","['খা', 'ভালো', 'অর্ড', 'দিয়েছি', 'দুই', 'তাওয়া', 'চি', 'আমা', 'এক']",9
পায়েস দুর্গন্ধযুক্ত,0,পায়েস দুর্গন্ধযুক্ত,পায়েস দুর্গন্ধযুক্ত,"['পায়েস', 'দুর্গন্ধযুক্ত']","['পায়েস', 'দুর্গন্ধযুক্ত']",2
"সব ঠিক আছে, শুধু ভাত বাড়ান।",2,ভাত বাড়ান, ভাত বাড়ান,"['ভাত', 'বাড়ান']","['ভাত', 'বাড়ান']",2
ফ্রেন্স ফ্রাই অনেক জোস খাইতে ,1,ফ্রেন্স ফ্রা জোস খাইতে,ফ্রেন্স ফ্রাই জোস খাইতে,"['ফ্রেন্স', 'ফ্রাই', 'জোস', 'খাইতে']","['ফ্রেন্স', 'ফ্রা', 'জোস', 'খাইতে']",4
"আরেক চুমুকে মশলার স্বাদ, এরপর আবার কালোজিরা আর অন্য মশলা দাতের নিচে পড়ে অন্য এক স্বাদ। টক-মিষ্টি-ঝাল সবকিছুর সমন্বয় যেন একসাথে এ চা তে মিলবে। কারো যদি ঠান্ডা ঠান্ডা লেগে থাকে, এ চা একদম ঔষধের মতো কাজ করবে। একদম টনক নড়িয়ে দেওয়ার মতো এক চা, এজন্যই হয়তো এর নামকরণ করা হয়েছে টনিক চা। হবিগঞ্জ যাওয়া হলে ট্রাই করে দেখতে পারেন ভিন্ন স্বাদের এ চা।",1,আরেক চুমু মশল স্বাদ এরপর কালোজি মশলা দাত নিচে পড়ে এক স্বাদ টক মিষ্ ঝাল সবকিছুর সমন্বয় একসাথে চা তে মিলবে কারো ঠান্ডা ঠান্ডা লাগ চা একদম ঔষধ করবে একদম টনক নড়া দেওয় এক চা এজন্য হয় নামকরণ কর হয় টনিক চা হবিগঞ্জ ট্রা ভিন্ন স্বা চা,আরেক চুমু মশলার স্বাদ এরপর কালোজিরা মশলা দাতের নিচে পড়ে এক স্বাদ টক মিষ্ ঝাল সবকিছুর সমন্বয় একসাথে চা তে মিলবে কারো ঠান্ডা ঠান্ডা লেগে চা একদম ঔষধের করবে একদম টনক নড়িয়ে দেওয়ার এক চা এজন্যই হয়তো নামকরণ করা হয়েছে টনিক চা হবিগঞ্জ ট্রাই ভিন্ন স্বাদের চা,"['আরেক', 'চুমু', 'মশলার', 'স্বাদ', 'এরপর', 'কালোজিরা', 'মশলা', 'দাতের', 'নিচে', 'পড়ে', 'এক', 'স্বাদ', 'টক', 'মিষ্', 'ঝাল', 'সবকিছুর', 'সমন্বয়', 'একসাথে', 'চা', 'তে', 'মিলবে', 'কারো', 'ঠান্ডা', 'ঠান্ডা', 'লেগে', 'চা', 'একদম', 'ঔষধের', 'করবে', 'একদম', 'টনক', 'নড়িয়ে', 'দেওয়ার', 'এক', 'চা', 'এজন্যই', 'হয়তো', 'নামকরণ', 'করা', 'হয়েছে', 'টনিক', 'চা', 'হবিগঞ্জ', 'ট্রাই', 'ভিন্ন', 'স্বাদের', 'চা']","['আরেক', 'চুমু', 'মশল', 'স্বাদ', 'এরপর', 'কালোজি', 'মশলা', 'দাত', 'নিচে', 'পড়ে', 'এক', 'স্বাদ', 'টক', 'মিষ্', 'ঝাল', 'সবকিছুর', 'সমন্বয়', 'একসাথে', 'চা', 'তে', 'মিলবে', 'কারো', 'ঠান্ডা', 'ঠান্ডা', 'লাগ', 'চা', 'একদম', 'ঔষধ', 'করবে', 'একদম', 'টনক', 'নড়া', 'দেওয়', 'এক', 'চা', 'এজন্য', 'হয়', 'নামকরণ', 'কর', 'হয়', 'টনিক', 'চা', 'হবিগঞ্জ', 'ট্রা', 'ভিন্ন', 'স্বা', 'চা']",47
