Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
1.0,হোমমেড চাউমিন এক স্বাদ পেয়েছি চাউ বক্ লম্বা লম্বা কা চিকেনের সাথে টমেটো ক্যাপসিকাম রকম ভাজ ভরপুর চাউমিনে তেল ঝাল কোন অতিরিক্ত না একদম ঠিকঠাক চিকেনটা সুস্বা ফ্লেভারফুল আলাদা মশলায় রান্না নেওয়ায় হয় সবমিলা ভালো,হোমমেড চাউমিনের এক স্বাদ পেয়েছি চাউ বক্ লম্বা লম্বা কা চিকেনের সাথে টমেটো ক্যাপসিকাম রকমের ভেজে ভরপুর চাউমিনে তেল ঝাল কোনটিই অতিরিক্ত না একদম ঠিকঠাক চিকেনটা সুস্বা ফ্লেভারফুল আলাদা মশলায় রান্না নেওয়ায় হয়তো সবমিলিয়ে ভালোই,"['হোমমেড', 'চাউমিনের', 'এক', 'স্বাদ', 'পেয়েছি', 'চাউ', 'বক্', 'লম্বা', 'লম্বা', 'কা', 'চিকেনের', 'সাথে', 'টমেটো', 'ক্যাপসিকাম', 'রকমের', 'ভেজে', 'ভরপুর', 'চাউমিনে', 'তেল', 'ঝাল', 'কোনটিই', 'অতিরিক্ত', 'না', 'একদম', 'ঠিকঠাক', 'চিকেনটা', 'সুস্বা', 'ফ্লেভারফুল', 'আলাদা', 'মশলায়', 'রান্না', 'নেওয়ায়', 'হয়তো', 'সবমিলিয়ে', 'ভালোই']","['হোমমেড', 'চাউমিন', 'এক', 'স্বাদ', 'পেয়েছি', 'চাউ', 'বক্', 'লম্বা', 'লম্বা', 'কা', 'চিকেনের', 'সাথে', 'টমেটো', 'ক্যাপসিকাম', 'রকম', 'ভাজ', 'ভরপুর', 'চাউমিনে', 'তেল', 'ঝাল', 'কোন', 'অতিরিক্ত', 'না', 'একদম', 'ঠিকঠাক', 'চিকেনটা', 'সুস্বা', 'ফ্লেভারফুল', 'আলাদা', 'মশলায়', 'রান্না', 'নেওয়ায়', 'হয়', 'সবমিলা', 'ভালো']",35
1.0,অসাধারন রান্না মা কথা পড়ে যায় প্রতিব,অসাধারন রান্না মা কথা পড়ে যায় প্রতিবার,"['অসাধারন', 'রান্না', 'মা', 'কথা', 'পড়ে', 'যায়', 'প্রতিবার']","['অসাধারন', 'রান্না', 'মা', 'কথা', 'পড়ে', 'যায়', 'প্রতিব']",7
1.0,প্রাণ খুলে আড্ডা মতন এক প্লেস nধানমন্ডির মতন এক জায়গায় সুন্দর রুফটপ কমে খা লাগে তাইতো হাই রিকমেন্ডেড,প্রাণ খুলে আড্ডা মতন একটা প্লেস nধানমন্ডির মতন একটা জায়গায় সুন্দর রুফটপ কমে খা লাগে তাইতো হাইলি রিকমেন্ডেড,"['প্রাণ', 'খুলে', 'আড্ডা', 'মতন', 'একটা', 'প্লেস', 'nধানমন্ডির', 'মতন', 'একটা', 'জায়গায়', 'সুন্দর', 'রুফটপ', 'কমে', 'খা', 'লাগে', 'তাইতো', 'হাইলি', 'রিকমেন্ডেড']","['প্রাণ', 'খুলে', 'আড্ডা', 'মতন', 'এক', 'প্লেস', 'nধানমন্ডির', 'মতন', 'এক', 'জায়গায়', 'সুন্দর', 'রুফটপ', 'কমে', 'খা', 'লাগে', 'তাইতো', 'হাই', 'রিকমেন্ডেড']",18
2.0,বিরিয়ানির স্বাদ মোটামু কাবাব পুরানো খেত পছন্দ নি,বিরিয়ানির স্বাদ মোটামু কাবাব পুরানো খেতে পছন্দ নি,"['বিরিয়ানির', 'স্বাদ', 'মোটামু', 'কাবাব', 'পুরানো', 'খেতে', 'পছন্দ', 'নি']","['বিরিয়ানির', 'স্বাদ', 'মোটামু', 'কাবাব', 'পুরানো', 'খেত', 'পছন্দ', 'নি']",8
0.0,থার্ড ক্লাস বাশি কতদিন বানানো আল্লাহ জানে,থার্ড ক্লাস বাশি কতদিনের বানানো আল্লাহ জানে,"['থার্ড', 'ক্লাস', 'বাশি', 'কতদিনের', 'বানানো', 'আল্লাহ', 'জানে']","['থার্ড', 'ক্লাস', 'বাশি', 'কতদিন', 'বানানো', 'আল্লাহ', 'জানে']",7
1.0,হোটেলের চায় ভালো রেসিপি ধন্যবাদ,হোটেলের চেয়ে ভালো রেসিপি ধন্যবাদ,"['হোটেলের', 'চেয়ে', 'ভালো', 'রেসিপি', 'ধন্যবাদ']","['হোটেলের', 'চায়', 'ভালো', 'রেসিপি', 'ধন্যবাদ']",5
1.0,রেসিপি গুলো অসম্ভব সুন্দর উপস্থাপনা আরো সুন্দর, রেসিপি গুলো অসম্ভব সুন্দর উপস্থাপনা আরো সুন্দর,"['রেসিপি', 'গুলো', 'অসম্ভব', 'সুন্দর', 'উপস্থাপনা', 'আরো', 'সুন্দর']","['রেসিপি', 'গুলো', 'অসম্ভব', 'সুন্দর', 'উপস্থাপনা', 'আরো', 'সুন্দর']",7
2.0,মাংস মোটামু সিদ্ধ আরেকটু আরো জম,মাংস মোটামু সিদ্ধ আরেকটু আরো জমতো,"['মাংস', 'মোটামু', 'সিদ্ধ', 'আরেকটু', 'আরো', 'জমতো']","['মাংস', 'মোটামু', 'সিদ্ধ', 'আরেকটু', 'আরো', 'জম']",6
0.0,সত্যি খা পছন্দ করি ¡¡, সত্যিই খা পছন্দ করি ¡¡,"['সত্যিই', 'খা', 'পছন্দ', 'করি', '¡', '¡']","['সত্যি', 'খা', 'পছন্দ', 'করি', '¡', '¡']",6
2.0,কাবাব মোটামু,কাবাব মোটামুটি,"['কাবাব', 'মোটামুটি']","['কাবাব', 'মোটামু']",2
0.0,বিরিয়ানি আধা প্যাকেট পেল সমস্ কোথায় বুঝ না,বিরিয়ানি আধা প্যাকেট পেলাম সমস্ কোথায় বুঝলাম না,"['বিরিয়ানি', 'আধা', 'প্যাকেট', 'পেলাম', 'সমস্', 'কোথায়', 'বুঝলাম', 'না']","['বিরিয়ানি', 'আধা', 'প্যাকেট', 'পেল', 'সমস্', 'কোথায়', 'বুঝ', 'না']",8
2.0,কাবাব ভালো দামে বেশি,কাবাব ভালো দামে বেশি,"['কাবাব', 'ভালো', 'দামে', 'বেশি']","['কাবাব', 'ভালো', 'দামে', 'বেশি']",4
0.0,টাকা জলে গেলো চায় বাসায় দই চিনি বরফ ব্লেন্ড খাল মজা লাগে হুদ্দা মানুষ এটারে মাতামাতি পুরাণ ঢাকা পুরাণ জিন যে আগ মত বুঝা যায়,টাকা জলে গেলো চেয়ে বাসায় দই চিনি বরফ ব্লেন্ড খেলেও মজা লাগে হুদ্দাই মানুষ এটারে মাতামাতি পুরাণ ঢাকার পুরাণ জিনিস যে আগের মত বুঝা যায়,"['টাকা', 'জলে', 'গেলো', 'চেয়ে', 'বাসায়', 'দই', 'চিনি', 'বরফ', 'ব্লেন্ড', 'খেলেও', 'মজা', 'লাগে', 'হুদ্দাই', 'মানুষ', 'এটারে', 'মাতামাতি', 'পুরাণ', 'ঢাকার', 'পুরাণ', 'জিনিস', 'যে', 'আগের', 'মত', 'বুঝা', 'যায়']","['টাকা', 'জলে', 'গেলো', 'চায়', 'বাসায়', 'দই', 'চিনি', 'বরফ', 'ব্লেন্ড', 'খাল', 'মজা', 'লাগে', 'হুদ্দা', 'মানুষ', 'এটারে', 'মাতামাতি', 'পুরাণ', 'ঢাকা', 'পুরাণ', 'জিন', 'যে', 'আগ', 'মত', 'বুঝা', 'যায়']",25
1.0,মাংস এক ঝাল ঝাল না মশলা ঝাল পরিমিত ঝোল স্বাদ এটি ইউনিক রাখ বহু বছর ধরে,মাংস একটা ঝাল ঝাল না মশলা ঝাল পরিমিত ঝোলের স্বাদই এটি ইউনিক রেখেছে বহু বছর ধরে,"['মাংস', 'একটা', 'ঝাল', 'ঝাল', 'না', 'মশলা', 'ঝাল', 'পরিমিত', 'ঝোলের', 'স্বাদই', 'এটি', 'ইউনিক', 'রেখেছে', 'বহু', 'বছর', 'ধরে']","['মাংস', 'এক', 'ঝাল', 'ঝাল', 'না', 'মশলা', 'ঝাল', 'পরিমিত', 'ঝোল', 'স্বাদ', 'এটি', 'ইউনিক', 'রাখ', 'বহু', 'বছর', 'ধরে']",16
0.0,ভাই ভেজিটেবল বার্গার ভেজিটেবল কই ঠক বাজ,ভাই ভেজিটেবল বার্গার ভেজিটেবল কই ঠক বাজ,"['ভাই', 'ভেজিটেবল', 'বার্গার', 'ভেজিটেবল', 'কই', 'ঠক', 'বাজ']","['ভাই', 'ভেজিটেবল', 'বার্গার', 'ভেজিটেবল', 'কই', 'ঠক', 'বাজ']",7
2.0,পোলা এভারেজ লাগ,পোলাও এভারেজ লেগেছ,"['পোলাও', 'এভারেজ', 'লেগেছ']","['পোলা', 'এভারেজ', 'লাগ']",3
0.0,খুব বাজে প্যাকিং নোং পলিথিন স্বাদ হতাশ জনক ডেলিভারি সময় দ্রুত ছিল,খুবই বাজে প্যাকিং নোংরা পলিথিন স্বাদ হতাশ জনক ডেলিভারি সময় দ্রুত ছিল,"['খুবই', 'বাজে', 'প্যাকিং', 'নোংরা', 'পলিথিন', 'স্বাদ', 'হতাশ', 'জনক', 'ডেলিভারি', 'সময়', 'দ্রুত', 'ছিল']","['খুব', 'বাজে', 'প্যাকিং', 'নোং', 'পলিথিন', 'স্বাদ', 'হতাশ', 'জনক', 'ডেলিভারি', 'সময়', 'দ্রুত', 'ছিল']",12
